3002.218018	176.829880
3001.073486	168.097534
2999.928955	178.982651
2998.782471	211.687546
2997.635986	170.194153
2996.491455	196.344620
2995.344971	187.586426
2994.198486	194.097275
2993.052002	176.620407
2991.905518	178.770630
2990.759033	152.583237
2989.610596	204.862793
2988.464111	193.932983
2987.315674	183.006882
2986.169189	161.193039
2985.020752	215.613617
2983.872314	204.689362
2982.723877	182.882919
2981.575439	191.559174
2980.427002	169.762329
2979.278564	182.789993
2978.130127	169.704819
2976.979736	184.903397
2975.831299	165.297379
2974.680908	182.666153
2973.530518	141.324860
2972.380127	193.473557
2971.231689	195.614258
2970.081299	156.464890
2968.928955	195.547974
2967.778564	182.480515
2966.628174	175.933517
2965.475830	180.247009
2964.325439	158.503632
2963.173096	143.280365
2962.022705	197.519745
2960.870361	136.721252
2959.718018	164.905624
2958.565674	206.097076
2957.413330	156.173416
2956.260986	175.665298
2955.106689	195.150574
2953.954346	182.109650
2952.800049	195.084396
2951.647705	173.378952
2950.493408	173.349548
2949.339111	218.816696
2948.184814	179.789169
2947.030518	164.598297
2945.876221	212.209183
2944.721924	205.678085
2943.567627	199.149216
2942.411377	170.979553
2941.257080	181.770203
2940.100830	199.047882
2938.944580	186.034927
2937.790283	190.329041
2936.634033	205.433990
2935.477783	188.102356
2934.319580	183.746994
2933.163330	175.070358
2932.007080	166.396667
2930.850830	185.814102
2929.692627	198.744141
2928.534424	159.832291
2927.378174	166.283752
2926.219971	194.324646
2925.061768	187.815277
2923.903564	192.100250
2922.745361	172.645081
2921.587158	161.827286
2920.427002	237.306396
2919.268799	198.440750
2918.108643	181.154266
2916.950439	181.123520
2915.790283	196.183823
2914.630127	206.928024
2913.469971	185.341537
2912.309814	204.702988
2911.149658	161.580185
2909.989502	183.093109
2908.827393	167.986313
2907.667236	187.337540
2906.505127	170.082199
2905.344971	170.053314
2904.182861	206.611969
2903.020752	148.477127
2901.858643	167.815201
2900.696533	195.751144
2899.534424	206.471619
2898.372314	191.383881
2897.210205	195.651398
2896.046143	171.972000
2894.884033	165.494934
2893.719971	174.062500
2892.555908	161.141586
2891.391846	189.040665
2890.227783	171.825958
2889.063721	171.796753
2887.899658	167.473373
2886.735596	148.124344
2885.571533	188.880096
2884.405518	175.971985
2883.239502	178.087723
2882.075439	169.476364
2880.909424	199.476242
2879.743408	182.285995
2878.577393	188.687546
2877.411377	173.648773
2876.245361	197.197174
2875.079346	177.875900
2873.911377	182.131088
2872.745361	186.384842
2871.577393	175.643188
2870.411377	171.330078
2869.243408	175.583466
2868.075439	171.271805
2866.907471	196.929077
2865.739502	192.615250
2864.571533	164.765015
2863.401611	173.294754
2862.233643	179.682510
2861.065674	175.374527
2859.895752	201.004883
2858.725830	149.659027
2857.555908	185.973145
2856.387939	170.980698
2855.218018	168.814713
2854.046143	205.107025
2852.876221	179.438110
2851.706299	173.000153
2850.536377	172.970718
2849.364502	192.156982
2848.192627	192.124283
2847.022705	153.673264
2845.850830	155.781097
2844.678955	200.560699
2843.507080	174.927429
2842.335205	187.695038
2841.163330	170.602814
2839.989502	144.987701
2838.817627	196.126434
2837.643799	187.567261
2836.471924	168.355591
2835.298096	193.895569
2834.124268	183.210770
2832.950439	191.699554
2831.776611	189.537277
2830.602783	163.953766
2829.428955	193.730545
2828.253174	200.083176
2827.079346	168.126373
2825.903564	159.586472
2824.729736	197.853516
2823.553955	148.896637
2822.378174	187.152451
2821.202393	180.741470
2820.026611	182.836685
2818.850830	184.931183
2817.675049	184.899673
2816.497314	169.993729
2815.321533	174.213882
2814.143799	155.066422
2812.968018	174.154510
2811.790283	174.124832
2810.612549	195.326279
2809.434814	174.065506
2808.257080	188.892548
2807.079346	176.128204
2805.899658	173.976517
2804.721924	154.855133
2803.542236	188.763809
2802.364502	186.611053
2801.184814	175.978149
2800.005127	152.629715
2798.825439	167.440170
2797.645752	144.101151
2796.466064	158.907990
2795.286377	190.657074
2794.106689	167.326004
2792.925049	160.944412
2791.745361	173.620941
2790.563721	188.410095
2789.382080	184.144760
2788.200439	167.183395
2787.018799	188.313721
2785.837158	169.241898
2784.655518	196.710144
2783.473877	169.184158
2782.292236	234.702988
2781.108643	150.099731
2779.927002	186.007355
2778.743408	135.255005
2777.559814	185.943893
2776.376221	185.912170
2775.192627	175.319061
2774.009033	160.505722
2772.825439	181.593903
2771.641846	185.785309
2770.456299	196.307800
2769.272705	166.727631
2768.087158	189.910446
2766.903564	158.231705
2765.718018	185.626831
2764.532471	194.031296
2763.346924	196.106857
2762.161377	183.423477
2760.973877	145.448959
2759.788330	189.683655
2758.602783	177.007858
2757.415283	170.656998
2756.229736	204.332138
2755.042236	214.828033
2753.854736	181.098587
2752.667236	202.122040
2751.479736	157.880890
2750.292236	189.424713
2749.104736	208.331589
2747.915283	210.400009
2746.727783	170.394897
2745.538330	193.501892
2744.348877	214.498062
2743.161377	212.358871
2741.971924	241.753448
2740.782471	199.675247
2739.593018	210.148575
2738.401611	212.213791
2737.212158	197.472168
2736.022705	186.936371
2734.831299	195.304642
2733.641846	216.268173
2732.450439	203.635223
2731.259033	226.689133
2730.067627	205.664246
2728.876221	230.808182
2727.684814	190.908676
